university_name,wiki_url,website_url,programs_detected,offers_FEST,univ_key,program_id,university_id,university_name_fest,province,city,program_name,degree_level,field_category,duration_years,eligibility,fee_per_year,required_traits,apply_url,verified_by_HEC,ranking_tier
"Muhammad Nawaz Sharif University of Engineering and Technology, Multan","https://en.wikipedia.org/wiki/Muhammad_Nawaz_Sharif_University_of_Engineering_and_Technology,_Multan",http://mnsuet.edu.pk,"be challenged and removed, bs chemistry, bs computer science, bs mathematics, bs physics, bsc chemical engineering, bsc civil engineering technology, bsc electrical engineering, bsc electrical engineering technology, bsc mechanical engineering technology, msc chemical engineering, msc electrical engineering",True,muhammad nawaz sharif university of engineering and technology multan,,,,,,,,,,,,,,False,B
University of Sargodha,https://en.wikipedia.org/wiki/University_of_Sargodha,http://su.edu.pk,,True,university of sargodha,,,,,,,,,,,,,,False,B
"Khawaja Fareed University of Engineering and Information Technology, Rahim Yar Khan","https://en.wikipedia.org/wiki/Khawaja_Fareed_University_of_Engineering_and_Information_Technology,_Rahim_Yar_Khan",http://kfueit.edu.pk,"be challenged and removed, bs agricultural engineering, bs artificial intelligence, bs biochemistry, bs bioinformatics, bs biotechnology, bs botany, bs chemical engineering, bs chemistry, bs civil engineering, bs clinical psychology, bs computational physics, bs computer engineering, bs computer science, bs cosmetology & dermatology, bs data science, bs economics, bs electrical engineering, bs english, bs environmental science, bs fine arts, bs food science & technology, bs forensic science, bs history, bs human nutrition & dietetics, bs information technology, bs international relations, bs material science, bs mathematics, bs mechanical engineering, bs media & communication, bs medical laboratory technology, bs nursing, bs optometry, bs pakistan studies, bs physical education, bs physics, bs political science, bs public administration, bs radiology, bs software engineering, bs telecommunication system, bs urdu, bs zoology, ms chemical engineering, ms chemistry, ms computer science, ms engineering management, ms information technology, ms mathematics, ms software engineering, msc chemistry, msc computer science, msc mathematics, msc physics",True,khawaja fareed university of engineering and information technology rahim yar khan,,,,,,,,,,,,,,False,B
"Quaid-e-Azam College of Engineering and Technology, Sahiwal","https://en.wikipedia.org/wiki/Quaid-e-Azam_College_of_Engineering_and_Technology,_Sahiwal",http://quaideazam.edu.pk,"bsc civil engineering, bsc civil engineering technology, bsc electrical engineering, bsc electrical engineering technology, bsc mechanical engineering, bsc mechanical engineering technology",True,quaid e azam college of engineering and technology sahiwal,,,,,,,,,,,,,,False,B
"University of South Asia, Lahore",https://en.wikipedia.org/wiki/University_of_South_Asia_(Pakistan),http://www.usa.edu.pk/,be confused with university of south asia,True,university of south asia lahore,,,,,,,,,,,,,,False,B
Namal University,https://en.wikipedia.org/wiki/Namal_University,http://namal.edu.pk,,True,namal university,,,,,,,,,,,,,,False,B
"Government College University, Lahore","https://en.wikipedia.org/wiki/Government_College_University,_Lahore",http://gcu.edu.pk,"be beneficial academically and industrially, mphil and phd students carry out their researc, mphil theses, ms / mphil degrees and, phd and, phd degrees",True,government college university lahore,,,,,,,,,,,,,,False,B
"Government College University, Faisalabad","https://en.wikipedia.org/wiki/Government_College_University,_Faisalabad",https://gcuf.edu.pk,be challenged and removed,True,government college university faisalabad,,,,,,,,,,,,,,False,B
"Minhaj University, Lahore","https://en.wikipedia.org/wiki/Minhaj_University,_Lahore",http://mul.edu.pk,,True,minhaj university lahore,,,,,,,,,,,,,,False,B
"Imperial College of Business Studies, Lahore","https://en.wikipedia.org/wiki/Imperial_College_of_Business_Studies,_Lahore",http://www.imperial.edu.pk/,be found on the talk page,True,imperial college of business studies lahore,,,,,,,,,,,,,,False,B
GIFT University,https://en.wikipedia.org/wiki/GIFT_University,http://gift.edu.pk,,True,gift university,,,,,,,,,,,,,,False,B
Lahore College for Women University,https://en.wikipedia.org/wiki/Lahore_College_for_Women_University,http://lcwu.edu.pk,"be challenged and removed, be elected are interviewed, be women university",True,lahore college for women university,,,,,,,,,,,,,,False,B
University of the Punjab,https://en.wikipedia.org/wiki/University_of_the_Punjab,https://pu.edu.pk,"be an appointed lecturer in the university, be challenged and removed, be established by the british colonial auth, be made",True,university of the punjab,,,,,,,,,,,,,,False,B
Institute of Southern Punjab,https://en.wikipedia.org/wiki/Institute_of_Southern_Punjab,http://usp.edu.pk,,True,institute of southern punjab,,,,,,,,,,,,,,False,B
Lahore,https://en.wikipedia.org/wiki/Lahore,https://dsal.uchicago.edu/reference/gazetteer/text.html?objectid=DS405.1.I34_V16_112.gif,"be built to bhagat singh, be buried in lahore, be concentrated in civil station in a half-, be declared as the medium of instruction at, be governor of the city, be imposed from above, be known as, be lit for days, be re-distributed to newly arrived refugees, be regarded as increasingly unlikely, be the capital of all west pakistan durin, be the capital on account of its relative t, be the most ornately decorated mughal-era m, be the pakistani capital after independence, be used officially in the punjab assembly, be vibrant, be weakened by the continued infighting amo",True,lahore,,,,,,,,,,,,,,False,B
Superior University,https://en.wikipedia.org/wiki/The_Superior_College,http://superior.edu.pk,"bs aviation engineering technology, bs aviation management, bs avionics engineering, bs civil engineering technology, bs computer science, bs electrical engineering technology, bs electrical systems, bs electronics engineering technology, bs gaming and multimedia, bs hvac engineering technology, bs industrial management, bs interior design management, bs mass communication, bs mechanical engineering technology, bs product design management, bs robotics, bs software engineering, bs telecommunications, mphil commerce, mphil economics, ms arts & design, ms business administration, ms computer sciences, ms human resource management, ms industrial management, ms quality management",True,superior university,,,,,,,,,,,,,,False,B
Dera Ghazi Khan,https://en.wikipedia.org/wiki/Dera_Ghazi_Khan,https://mcut.edu.pk/,"be a research-oriented teaching hospital, be followers of sakhi sarwar, be in line with the pm&dc regulations and i",True,dera ghazi khan,,,,,,,,,,,,,,False,B
Sialkot,https://en.wikipedia.org/wiki/Sialkot,https://www.academia.edu/7517541,"be a centre of metalwork in the, be a major political center until it was ec, be cut to pieces, be found, be largely decimated by violence and capita, be one of british india, be one of the leading islamic thought, be the successor city of sagala",False,sialkot,,,,,,,,,,,,,,False,B
CECOS University of Information Technology and Emerging Sciences,https://en.wikipedia.org/wiki/CECOS_University_of_Information_Technology_and_Emerging_Sciences,http://www.cecos.edu.pk/,,True,cecos university of information technology and emerging sciences,,,,,,,,,,,,,,False,B
Qurtuba University,https://en.wikipedia.org/wiki/Qurtuba_University,http://www.qurtuba.edu.pk,"m.phil economics, m.phil education, m.phil international relations, m.phil pakistan studies, m.phil physics, m.phil political sciences, m.phil programs, m.phil urdu, ms computer science, ms english, ms management sciences, ms programs",True,qurtuba university,,,,,,,,,,,,,,False,B
"City University of Science and Information Technology, Peshawar","https://en.wikipedia.org/wiki/City_University_of_Science_and_Information_Technology,_Peshawar",http://cityuniversity.edu.pk,,True,city university of science and information technology peshawar,,,,,,,,,,,,,,False,B
"University of Engineering and Technology, Peshawar","https://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Peshawar",http://uetpeshawar.edu.pk,"bs program focused on software development, phd software engineering, phd telecom engineering",True,university of engineering and technology peshawar,,,,,,,,,,,,,,False,B
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,https://en.wikipedia.org/wiki/Ghulam_Ishaq_Khan_Institute_of_Engineering_Sciences_and_Technology,http://www.giki.edu.pk/,"be challenged and removed, be established in the country, be in consonance with the high cost of educ, be seen from almost everywhere in the insti, be traced back to the early, bs civil engineering program, bs degree program in electrical engineering, bs in ai, bs management science degree with specializ, ms and phd degree programs in applied mathe",True,ghulam ishaq khan institute of engineering sciences and technology,,,,,,,,,,,,,,False,B
IQRA National University,https://en.wikipedia.org/wiki/IQRA_National_University,https://www.inu.edu.pk/,"be operational, ms electrical engineering, ms engineering management, phd programs in management sciences",True,iqra national university,,,,,,,,,,,,,,False,B
Peshawar,https://en.wikipedia.org/wiki/Peshawar,https://web.archive.org/web/20190719134124/https://www.asc-centralasia.edu.pk/Issue_69/07_waqar.html,"be a reference to peshawar, be a rock star in the land the epitomises c, be allowed as the situations going to creat, be at the helm of a nationwide movement to, be celebrated quietly until the, be completed by december, be completed in two phases in five years by, be completely encircled by the peshawar ri, be derived from the sanskrit name for, be equated with the seventh-century pu-lu-s, be established in the province, be facilitated through revolving fund, be happened, be higher, be known as pesh, be more socially liberal, be one the most advanced brt of pakistan, be only two processions, be overhauled at a cost of, be played in any public places, be provided by the government, be purshawar and purushavar by al-birun, be seen in areas such as sethi mohallah, be socially conservative, be solely celebrated in predominantly hindu, be stopped to avoid an expected clash betwe, be strongholds of the awami national party, be structures of significance, be the empire, be the language of trade and business in th, be the main centre of trade between bukhar, be the mughal emperor",True,peshawar,,,,,,,,,,,,,,False,B
Sarhad University of Science and Information Technology,https://en.wikipedia.org/wiki/Sarhad_University_of_Science_and_Information_Technology,http://suit.edu.pk,be materialized,True,sarhad university of science and information technology,,,,,,,,,,,,,,False,B
Gomal University,https://en.wikipedia.org/wiki/Gomal_University,http://www.gu.edu.pk,,True,gomal university,,,,,,,,,,,,,,False,B
"University of Engineering and Technology, Mardan","https://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Mardan",http://uetmardan.edu.pk,be upgraded into full fledge varsity,True,university of engineering and technology mardan,,,,,,,,,,,,,,False,B
Muhammad Ali Jinnah University,https://en.wikipedia.org/wiki/Muhammad_Ali_Jinnah_University,http://jinnah.edu,be confused with quaid-i-azam university,True,muhammad ali jinnah university,,,,,,,,,,,,,,False,B
Habib University,https://en.wikipedia.org/wiki/Habib_University,http://habib.edu.pk,"be completed by end of feb, be completed by end of feb - the express tr",True,habib university,,,,,,,,,,,,,,False,B
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology,https://en.wikipedia.org/wiki/Shaheed_Zulfiqar_Ali_Bhutto_Institute_of_Science_and_Technology,http://szabist.edu.pk,"be mechatronic engineering program is accre, be mechatronics engineering, bs a&f, bs accounting & finance graduates can avail, bs accounting & finance graduates will be a, bs artificial intelligence and ms data scie, bs biosciences, bs biotechnology, bs computational biology, bs computer science, bs educational psychology, bs english, bs entrepreneurship, bs food science & technology ms biosciences, bs in accounting & finance, bs media sciences with majors in production, bs psychology, bs public health and ms public health, bs social sciences, bs software engineering ms computer science, ms cyber security doctor of philosophy, ms educational leadership & management and, ms finance & economics, ms in educational leadership and management, ms in project management, ms social sciences",True,shaheed zulfiqar ali bhutto institute of science and technology,,,,,,,,,,,,,,False,B
Dawood University of Engineering and Technology,https://en.wikipedia.org/wiki/Dawood_University_of_Engineering_and_Technology,http://duet.edu.pk,"be chemical engineering, be computer system engineering, be electronic engineering, be energy and environment engineering, be industrial engineering and management, be metallurgy and materials engineering, be petroleum and gas engineering, be telecommunication engineering, bs artificial intelligence, bs business and information systems, bs chemistry, bs computer science, bs cyber security, bs environmental sciences, bs mathematics, ms chemical engineering, ms chemistry, ms electronic engineering, ms industrial chemistry, ms industrial engineering and management, ms metallurgy and materials engineering, ms telecommunication engineering, phd chemical engineering, phd computer system engineering, phd electronic engineering, phd industrial and management engineering, phd metallurgy and material engineering, phd telecommunication engineering",True,dawood university of engineering and technology,,,,,,,,,,,,,,False,B
Karachi,https://en.wikipedia.org/wiki/Karachi,https://web.archive.org/web/20100602055513/http://www.cidcm.umd.edu/mar/chronology.asp?groupId=77103,"be amongst the world, be approximately, be between, be built along the route to eliminate, be built on arabian sea coast on western si, be changed however many underpasses and bri, be completed by end of july, be completed in june, be completely rebuilt into automated rap, be employed for fabricating these trains an, be established on western coastline having, be frere hall, be fully computerised, be further developed by the british into ba, be general candidates of any background, be generated from other parts of the countr, be home of pakistan, be known as kolachi-jo-goth, be more beautiful than lahore metro, be more beautiful than lahore metro bus, be opened, be operational by, be pakistan, be ruled by the talpurs until it was occupi, be similar to lahore, be the, be utilised to ensure fair polls, be worth",True,karachi,,,,,,,,,,,,,,False,B
Indus University,https://en.wikipedia.org/wiki/Indus_University,http://www.indus.edu.pk/,"be challenged and removed, be congruent with the national and internat",True,indus university,,,,,,,,,,,,,,False,B
DHA Suffa University,https://en.wikipedia.org/wiki/DHA_Suffa_University,https://www.dsu.edu.pk/,"bs business analytics & programming, bs computational & industrial mathematics",True,dha suffa university,,,,,,,,,,,,,,False,B
Institute of Business Management,https://en.wikipedia.org/wiki/Institute_of_Business_Management,https://www.iobm.edu.pk,"be electrical engineering, be electrical engineering in electronic and, be self-dependent & take up tasks themselve, bs actuarial science and risk management, bs computer science, bs data science, bs data science and bs software engineering, bs economics, bs education, bs entrepreneurship, bs industrial management, bs joint, bs logistics and supply chain management, bs mathematics and computational finance, bs mathematics and economics, bs psychology, bs social entrepreneurship and social leade, bs software engineering, bs statistics and business analytics, bs technology management, mphil education, mphil in business management, mphil in organizational psychology, ms computer science, ms economics, ms engineering management, ms in business management, ms in electrical engineering, ms in english applied linguistics, ms mathematics and scientific computing, ms statistics and scientific computing, msc energy economics, msc organizational psychology and human reso, phd computer science, phd degrees, phd economics, phd education, phd in business management, phd in environmental and energy management, phd statistics and scientific computing",True,institute of business management,,,,,,,,,,,,,,False,B
Institute of Industrial Electronics Engineering,https://en.wikipedia.org/wiki/Institute_of_Industrial_Electronics_Engineering,http://iiee.edu.pk,be challenged and removed,True,institute of industrial electronics engineering,,,,,,,,,,,,,,False,B
Mehran University of Engineering and Technology,https://en.wikipedia.org/wiki/Mehran_University_of_Engineering_and_Technology,http://muet.edu.pk,"be awarded may be post-graduate diploma, be challenged and removed, be computerized and untrained coordinators, be dropped in a given year because of an in",True,mehran university of engineering and technology,,,,,,,,,,,,,,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00001,ned,NED University of Engineering & Technology,Sindh,Karachi,BE Electrical Engineering,Bachelors,Engineering,4.0,Pre-Eng ≥60% + ECAT/entry test.,120749.0,"Quantitative, Practical, Problem-solving",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00002,ned,NED University of Engineering & Technology,Sindh,Karachi,BE Mechanical Engineering,Bachelors,Engineering,4.0,Pre-Eng ≥60% + ECAT/entry test.,120749.0,"Hands-on, Analytical, Systems-thinking",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00003,ned,NED University of Engineering & Technology,Sindh,Karachi,BE Civil Engineering,Bachelors,Engineering,4.0,Pre-Eng ≥60% + ECAT/entry test.,120749.0,"Detail-oriented, Field-ready, Analytical",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00004,ned,NED University of Engineering & Technology,Sindh,Karachi,BSc Engineering (Computer/Software),Bachelors,Engineering,4.0,Pre-Eng/ICS ≥60% + entry test.,120749.0,"Logical, Coding, Teamwork",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00005,ned,NED University of Engineering & Technology,Sindh,Karachi,MS Electrical Engineering,Masters,Engineering,2.0,BE/BS Engg + GAT/test.,120749.0,"Research, Analytical, Design",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00006,ned,NED University of Engineering & Technology,Sindh,Karachi,PhD Engineering,PhD,Engineering,3.0,MS/MPhil Engg + proposal.,120749.0,"Research, Innovation, Persistence",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00007,ned,NED University of Engineering & Technology,Sindh,Karachi,BS Computer Science,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,120749.0,"Analytical, Logical, Problem-solver",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00008,ned,NED University of Engineering & Technology,Sindh,Karachi,BS Software Engineering,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,120749.0,"Detail-oriented, Teamwork, Coding",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00009,ned,NED University of Engineering & Technology,Sindh,Karachi,BS Data Science,Bachelors,IT,4.0,ICS ≥60% + admission test.,120749.0,"Quantitative, Curious, Analytical",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00010,ned,NED University of Engineering & Technology,Sindh,Karachi,BS Artificial Intelligence,Bachelors,IT,4.0,ICS ≥60% + admission test.,120749.0,"Innovative, Analytical, Math-friendly",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00011,ned,NED University of Engineering & Technology,Sindh,Karachi,MS Computer Science,Masters,IT,2.0,16-year CS/SE/IT + GAT/test.,120749.0,"Research-minded, Persistent, Coding",https://www.neduet.edu.pk/admissions,False,B
NED University of Engineering and Technology,https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology,http://www.neduet.edu.pk/,"be new sindh cm, phd programs",True,ned university of engineering and technology,fest_00012,ned,NED University of Engineering & Technology,Sindh,Karachi,PhD Computer Science,PhD,IT,3.0,MS/MPhil in CS or related + proposal.,120749.0,"Research, Persistence, Innovation",https://www.neduet.edu.pk/admissions,False,B
Karachi Institute of Economics and Technology,https://en.wikipedia.org/wiki/Karachi_Institute_of_Economics_and_Technology,https://kiet.edu.pk/,"be in electrical with specialization of e, be in electronics, be in electronics with specialization in, mphil and phd level degrees, ms and phd, ms in telecommunication engineering was a, ms program in telecommunication engineerin, ms research, phd degree in business administration and a",True,karachi institute of economics and technology,,,,,,,,,,,,,,False,B
"Quaid-e-Awam University of Engineering, Science and Technology","https://en.wikipedia.org/wiki/Quaid-e-Awam_University_of_Engineering,_Science_and_Technology",http://quest.edu.pk,"be the most advanced software house ever bu, m.phil and ph",True,quaid e awam university of engineering science and technology,,,,,,,,,,,,,,False,B
Larkana,https://en.wikipedia.org/wiki/Larkana,https://dsal.uchicago.edu/reference/gazetteer/pager.html?objectid=DS405.1.I34_V16_150.gif,"be challenged and removed, be established in the province of sindh",True,larkana,,,,,,,,,,,,,,False,B
"Thar Institute of Engineering, Science, and Technology, Tharparkar","https://en.wikipedia.org/wiki/Thar_Institute_of_Engineering,_Science,_and_Technology,_Tharparkar",http://tiest.neduet.edu.pk,"be rewritten to comply with wikipedia, bs in computer science program",True,thar institute of engineering science and technology tharparkar,,,,,,,,,,,,,,False,B
Sir Syed University of Engineering and Technology,https://en.wikipedia.org/wiki/Sir_Syed_University_of_Engineering_and_Technology,http://www.ssuet.edu.pk/,"be carried out, be developed in education city, be motivated and bring out the best in them, bs and bsc, bs in bioinformatics, bs in biomedical engineering, bs in biomedical sciences, bs in biotechnology, bs in civil engineering, bs in computer engineering, bs in computer science, bs in electrical engineering, bs in electronic engineering, bs in information technology, bs in mathematics, bs in mobile communication and security, bs in software engineering, bs in telecommunication engineering, bsc in civil engineering technology, bsc in electrical engineering technology, bsc in electronic engineering technology, ms biomedical engineering, ms civil engineering, ms computer engineering, ms computer science, ms in electrical engineering, ms in electronic engineering, ms in software engineering, ms mathematics, ms telecommunication engineering, phd biomedical engineering, phd computer engineering, phd in electronic engineering",True,sir syed university of engineering and technology,,,,,,,,,,,,,,False,B
Sindh Agriculture University,https://en.wikipedia.org/wiki/Sindh_Agriculture_University,http://sau.edu.pk,,True,sindh agriculture university,,,,,,,,,,,,,,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00169,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Computer Science,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,161000.0,"Analytical, Logical, Problem-solver",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00170,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Software Engineering,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,161000.0,"Detail-oriented, Teamwork, Coding",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00171,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Data Science,Bachelors,IT,4.0,ICS ≥60% + admission test.,161000.0,"Quantitative, Curious, Analytical",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00172,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Artificial Intelligence,Bachelors,IT,4.0,ICS ≥60% + admission test.,161000.0,"Innovative, Analytical, Math-friendly",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00173,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,MS Computer Science,Masters,IT,2.0,16-year CS/SE/IT + GAT/test.,161000.0,"Research-minded, Persistent, Coding",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00174,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,PhD Computer Science,PhD,IT,3.0,MS/MPhil in CS or related + proposal.,161000.0,"Research, Persistence, Innovation",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00175,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BBA,Bachelors,Business,4.0,Intermediate ≥50–60% + test/interview.,154000.0,"Leadership, Communication, Problem-solving",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00176,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Accounting & Finance,Bachelors,Business,4.0,Intermediate ≥50–60% + test.,154000.0,"Quantitative, Detail-oriented, Integrity",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00177,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Economics,Bachelors,Business,4.0,Intermediate ≥60% + test.,154000.0,"Analytical, Quantitative, Research-minded",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00178,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,MBA,Masters,Business,2.0,16-year degree + test/interview.,154000.0,"Leadership, Strategy, Communication",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00179,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,MS Management Sciences,Masters,Business,2.0,16-year degree + GAT/test.,154000.0,"Research, Strategy, Quantitative",https://www.iba-suk.edu.pk/admissions,False,B
Sukkur IBA University,https://en.wikipedia.org/wiki/Sukkur_IBA_University,http://iba-suk.edu.pk,be awarded fully funded scholarship,True,sukkur iba university,fest_00180,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,PhD Management Sciences,PhD,Business,3.0,MS/MPhil + proposal.,154000.0,"Research, Persistence, Strategic",https://www.iba-suk.edu.pk/admissions,False,B
UIT University,https://en.wikipedia.org/wiki/UIT_University,https://www.uitu.edu.pk/,be shy,True,uit university,,,,,,,,,,,,,,False,B
University of Karachi,https://en.wikipedia.org/wiki/University_of_Karachi,http://uok.edu.pk,"be well known departments and its research, ms in surgery and md in medicine, phd in organic chemistry",True,university of karachi,,,,,,,,,,,,,,False,B
Salim Habib University,https://en.wikipedia.org/wiki/Salim_Habib_University,http://shu.edu.pk,,True,salim habib university,,,,,,,,,,,,,,False,B
Nazeer Hussain University,https://en.wikipedia.org/wiki/Nazeer_Hussain_University,http://www.nhu.edu.pk/,be challenged and removed,True,nazeer hussain university,,,,,,,,,,,,,,False,B
University of Sindh,https://en.wikipedia.org/wiki/University_of_Sindh,http://www.usindh.edu.pk,"be revised in, mphil and phd programmes",True,university of sindh,,,,,,,,,,,,,,False,B
Ziauddin University,https://en.wikipedia.org/wiki/Ziauddin_University,http://zu.edu.pk,,True,ziauddin university,,,,,,,,,,,,,,False,B
Balochistan University of Engineering and Technology,https://en.wikipedia.org/wiki/Balochistan_University_of_Engineering_and_Technology,https://www.buetk.edu.pk/,"be bio madical, be civil engineering, be computer systems engineering, be confused with buet, be electrical engineering, be electronic engineering, be energy system engineering, be mechanical engineering, bs computer science, bs information technology, bs software engineering, ms computer science",True,balochistan university of engineering and technology,,,,,,,,,,,,,,False,B
"Balochistan University of Information Technology, Engineering and Management Sciences","https://en.wikipedia.org/wiki/Balochistan_University_of_Information_Technology,_Engineering_and_Management_Sciences",https://www.buitms.edu.pk,"be challenged and removed, bs programs in economics",True,balochistan university of information technology engineering and management sciences,,,,,,,,,,,,,,False,B
Mirpur University of Science and Technology,https://en.wikipedia.org/wiki/Mirpur_University_of_Science_and_Technology,http://www.must.edu.pk/,,True,mirpur university of science and technology,,,,,,,,,,,,,,False,B
University of Azad Jammu and Kashmir,https://en.wikipedia.org/wiki/University_of_Azad_Jammu_and_Kashmir,http://www.ajku.edu.pk,,True,university of azad jammu and kashmir,,,,,,,,,,,,,,False,B
Pakistan Engineering Council,https://en.wikipedia.org/wiki/Pakistan_Engineering_Council,,be confused with punjab examination commis,True,pakistan engineering council,,,,,,,,,,,,,,False,B
Washington Accord,https://en.wikipedia.org/wiki/Washington_Accord_(credentials),https://web.archive.org/web/20100215150256/http://www.utar.edu.my/fes/file/OBE.pdf,,True,washington accord,,,,,,,,,,,,,,False,B
