university_name,wiki_url,website_url,programs_detected,offers_FEST,univ_key,program_id,university_id,university_name_fest,province,city,program_name,degree_level,field_category,duration_years,eligibility,fee_per_year,required_traits,apply_url,verified_by_HEC,ranking_tier
COMSATS University Islamabad,https://en.wikipedia.org/wiki/COMSATS_University_Islamabad,http://comsats.edu.pk,"bs and bachelor, ms in artificial intelligence, ms in biochemistry and molecular biology, ms in bioinformatics, ms in biosciences, ms in biotechnology, ms in chemical engineering, ms in chemistry, ms in civil engineering, ms in computer engineering, ms in computer science, ms in conflict, ms in development studies, ms in earth sciences, ms in economics, ms in electrical engineering, ms in energy & environmental engineering, ms in english, ms in environmental engineering, ms in environmental sciences, ms in health informatics, ms in information security, ms in international relations, ms in management sciences, ms in mathematics, ms in mechanical engineering, ms in meteorology, ms in microbiology and immunology, ms in molecular genetics, ms in molecular virology, ms in pharmacy, ms in physics, ms in project management, ms in remote sensing & gis, ms in software engineering, ms in statistics, ms in water, phd faculty, phd in biochemistry and molecular biology, phd in biosciences, phd in biotechnology, phd in chemical engineering, phd in chemistry, phd in computer engineering, phd in computer science, phd in development studies, phd in electrical engineering, phd in environmental sciences, phd in management sciences, phd in mathematics, phd in meteorology, phd in microbiology and immunology, phd in molecular genetics, phd in pharmacy, phd in physics, phd in statistics",True,comsats university islamabad,fest_00557,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,MS Management Sciences,Masters,Business,2.0,16-year degree + GAT/test.,192500.0,"Research, Strategy, Quantitative",https://islamabad.comsats.edu.pk/admissions,False,B
COMSATS University Islamabad,https://en.wikipedia.org/wiki/COMSATS_University_Islamabad,http://comsats.edu.pk,"bs and bachelor, ms in artificial intelligence, ms in biochemistry and molecular biology, ms in bioinformatics, ms in biosciences, ms in biotechnology, ms in chemical engineering, ms in chemistry, ms in civil engineering, ms in computer engineering, ms in computer science, ms in conflict, ms in development studies, ms in earth sciences, ms in economics, ms in electrical engineering, ms in energy & environmental engineering, ms in english, ms in environmental engineering, ms in environmental sciences, ms in health informatics, ms in information security, ms in international relations, ms in management sciences, ms in mathematics, ms in mechanical engineering, ms in meteorology, ms in microbiology and immunology, ms in molecular genetics, ms in molecular virology, ms in pharmacy, ms in physics, ms in project management, ms in remote sensing & gis, ms in software engineering, ms in statistics, ms in water, phd faculty, phd in biochemistry and molecular biology, phd in biosciences, phd in biotechnology, phd in chemical engineering, phd in chemistry, phd in computer engineering, phd in computer science, phd in development studies, phd in electrical engineering, phd in environmental sciences, phd in management sciences, phd in mathematics, phd in meteorology, phd in microbiology and immunology, phd in molecular genetics, phd in pharmacy, phd in physics, phd in statistics",True,comsats university islamabad,fest_00558,comsats-isb,COMSATS University Islamabad,Islamabad Capital Territory,Islamabad,PhD Management Sciences,PhD,Business,3.0,MS/MPhil + proposal.,192500.0,"Research, Persistence, Strategic",https://islamabad.comsats.edu.pk/admissions,False,B
"Federal Urdu University of Arts, Science & Technology","https://en.wikipedia.org/wiki/Federal_Urdu_University_of_Arts,_Science_%26_Technology",http://fuuastisb.edu.pk,,True,federal urdu university of arts science and technology,,,,,,,,,,,,,,False,B
Islamabad,https://en.wikipedia.org/wiki/Islamabad,https://web.archive.org/web/20100301122834/http://www.bci.edu.pk/index.aspx,"be built with assistance from south korea, be connected by four major highways, be found in the region, be integrated to form a large metropolitan, be made sister cities, be transferred to islamabad metropolitan co",True,islamabad,,,,,,,,,,,,,,False,B
Institute of Space Technology,https://en.wikipedia.org/wiki/Institute_of_Space_Technology,http://ist.edu.pk,"be carried on cubesat in the domain of ima, be heard on vhf band, be launched via chinese chang, bs / be, bs and ms / m phil degree programs is, ms / m phil",True,institute of space technology,,,,,,,,,,,,,,False,B
National University of Sciences and Technology (Pakistan),https://en.wikipedia.org/wiki/National_University_of_Sciences_and_Technology_(Pakistan),http://nust.edu.pk,"be affiliated with nust was mcs in, be set up, phd graduates, phd qualified faculty member who co-ordinate",True,national university of sciences and technology pakistan,,,,,,,,,,,,,,False,B
"International Islamic University, Islamabad","https://en.wikipedia.org/wiki/International_Islamic_University,_Islamabad",http://iiu.edu.pk,"be built at int, be constructed in the h-, ms and phd degrees in english",True,international islamic university islamabad,,,,,,,,,,,,,,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00121,iqra,Iqra University,Sindh,Karachi,BS Computer Science,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,258749.0,"Analytical, Logical, Problem-solver",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00122,iqra,Iqra University,Sindh,Karachi,BS Software Engineering,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,258749.0,"Detail-oriented, Teamwork, Coding",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00123,iqra,Iqra University,Sindh,Karachi,BS Data Science,Bachelors,IT,4.0,ICS ≥60% + admission test.,258749.0,"Quantitative, Curious, Analytical",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00124,iqra,Iqra University,Sindh,Karachi,BS Artificial Intelligence,Bachelors,IT,4.0,ICS ≥60% + admission test.,258749.0,"Innovative, Analytical, Math-friendly",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00125,iqra,Iqra University,Sindh,Karachi,MS Computer Science,Masters,IT,2.0,16-year CS/SE/IT + GAT/test.,258749.0,"Research-minded, Persistent, Coding",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00126,iqra,Iqra University,Sindh,Karachi,PhD Computer Science,PhD,IT,3.0,MS/MPhil in CS or related + proposal.,258749.0,"Research, Persistence, Innovation",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00127,iqra,Iqra University,Sindh,Karachi,BBA,Bachelors,Business,4.0,Intermediate ≥50–60% + test/interview.,247500.0,"Leadership, Communication, Problem-solving",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00128,iqra,Iqra University,Sindh,Karachi,BS Accounting & Finance,Bachelors,Business,4.0,Intermediate ≥50–60% + test.,247500.0,"Quantitative, Detail-oriented, Integrity",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00129,iqra,Iqra University,Sindh,Karachi,BS Economics,Bachelors,Business,4.0,Intermediate ≥60% + test.,247500.0,"Analytical, Quantitative, Research-minded",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00130,iqra,Iqra University,Sindh,Karachi,MBA,Masters,Business,2.0,16-year degree + test/interview.,247500.0,"Leadership, Strategy, Communication",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00131,iqra,Iqra University,Sindh,Karachi,MS Management Sciences,Masters,Business,2.0,16-year degree + GAT/test.,247500.0,"Research, Strategy, Quantitative",https://iqra.edu.pk/admissions,False,B
Iqra University,https://en.wikipedia.org/wiki/Iqra_University,http://www.iqra.edu.pk/,"be electrical, be electronics, be software engineering, bs accounting & finance, bs anesthesia technology, bs artificial intelligence, bs computer sciences, bs dental technology, bs economics & finance, bs entrepreneurship, bs fmm, bs human nutrition & dietetics, bs islamic banking & finance, bs media studies, bs medical lab technology, bs nursing, bs optometry, bs psychology, bs radiology technology, bs software engineering, bs ultrasound technology, ms computer science",True,iqra university,fest_00132,iqra,Iqra University,Sindh,Karachi,PhD Management Sciences,PhD,Business,3.0,MS/MPhil + proposal.,247500.0,"Research, Persistence, Strategic",https://iqra.edu.pk/admissions,False,B
Capital University of Science & Technology,https://en.wikipedia.org/wiki/Capital_University_of_Science_%26_Technology,http://cust.edu.pk,"be challenged and removed, be denied to any meritorious candidate beca, bs accounting and finance, bs artificial intelligence, bs aviation management, bs biochemistry, bs biotechnology, bs business analytics, bs civil engineering, bs computer engineering, bs computer science, bs cyber security, bs electrical engineering, bs english, bs mathematics with data science, bs mechanical engineering, bs medical lab technology, bs programs in electrical, bs psychology, bs robotics and intelligent systems, bs software engineering, mphil mathematics, mphil pharmacy, mphil programs, mphil programs scholarships, ms accounting and finance, ms artificial intelligence, ms biosciences, ms civil engineering, ms computer engineering, ms computer science, ms electrical engineering, ms engineering management, ms english linguistics, ms management science, ms mechanical engineering, ms project management, ms psychology, phd biosciences, phd civil engineering, phd computer engineering, phd computer science, phd electrical engineering, phd engineering management, phd management sciences, phd mathematics, phd mechanical engineering, phd programs",True,capital university of science and technology,,,,,,,,,,,,,,False,B
National University of Computer and Emerging Sciences,https://en.wikipedia.org/wiki/National_University_of_Computer_and_Emerging_Sciences,http://www.nu.edu.pk,"be one of the top it programs in pakistan, be the first private sector university",True,national university of computer and emerging sciences,,,,,,,,,,,,,,False,B
National University of Modern Languages,https://en.wikipedia.org/wiki/National_University_of_Modern_Languages,http://numl.edu.pk,"mphil scholars, phd scholars and faculty members, phd thesis",True,national university of modern languages,,,,,,,,,,,,,,False,B
Pakistan Institute of Engineering and Applied Sciences,https://en.wikipedia.org/wiki/Pakistan_Institute_of_Engineering_and_Applied_Sciences,http://www.pieas.edu.pk/,"be accessed from any one of the, be an annual inter-university event held un, be maintained for coordination, be the best engineering university in pakis, bs and ms / m phil degree programs is four, bs ms / m phil, phd degree programs, phd degrees from highly reputed institutions, phd program, phd program in nuclear engineering, phd studies during",True,pakistan institute of engineering and applied sciences,,,,,,,,,,,,,,False,B
National University of Technology,https://en.wikipedia.org/wiki/National_University_of_Technology,http://nutech.edu.pk,"bs artificial intelligence, bs civil engineering, bs civil engineering technology, bs computer engineering, bs computer science, bs cyber security since, bs electrical engineering, bs information technology since, bs mechanical engineering, bs software engineering, ms civil engineering, ms computer engineering, ms computer science",True,national university of technology,,,,,,,,,,,,,,False,B
Pakistan Institute of Engineering and Technology,https://en.wikipedia.org/wiki/Pakistan_Institute_of_Engineering_and_Technology,http://piet.edu.pk,"be civil engineering, be electrical engineering, be mechanical engineering, bs computer science",True,pakistan institute of engineering and technology,,,,,,,,,,,,,,False,B
Dr. A. Q. Khan Institute of Computer Sciences and Information Technology,https://en.wikipedia.org/wiki/Dr._A._Q._Khan_Institute_of_Computer_Sciences_and_Information_Technology,http://ist.edu.pk,"be carried on cubesat in the domain of ima, be heard on vhf band, be launched via chinese chang, bs / be, bs and ms / m phil degree programs is, ms / m phil",True,dr a q khan institute of computer sciences and information technology,,,,,,,,,,,,,,False,B
"Sharif College of Engineering and Technology, Lahore","https://en.wikipedia.org/wiki/Sharif_College_of_Engineering_and_Technology,_Lahore",,be in need of reorganization to comply with,True,sharif college of engineering and technology lahore,,,,,,,,,,,,,,False,B
HITEC University,https://en.wikipedia.org/wiki/HITEC_University,http://www.hitecuni.edu.pk,"be challenged and removed, be consulted within the library, be expected to take the full load of the co, be provisionally admitted against an undert, be qualified as per criteria laid down by h, be registered who would complete all admiss, bs and ms / m phil degree programs is, bs in mechanical and electrical engineering, bs islamic studies were launched, bs ms / m phil, phd electrical engineering",True,hitec university,,,,,,,,,,,,,,False,B
Information Technology University (Lahore),https://en.wikipedia.org/wiki/Information_Technology_University_(Lahore),http://itu.edu.pk,"be set up at itu - the express tribune, bs computer engineering, bs computer science, bs economics with data science, bs electrical engineering, bs management and technology, ms computer science, ms data science, ms development studies, ms electrical engineering, ms management and technology, ms public policy and society, phd computer science, phd electrical engineering, phd from mit, phd from university of cambridge",True,information technology university lahore,,,,,,,,,,,,,,False,B
Bahauddin Zakariya University,https://en.wikipedia.org/wiki/Bahauddin_Zakariya_University,https://bzu.edu.pk,"be challenged and removed, bs and msc",True,bahauddin zakariya university,,,,,,,,,,,,,,False,B
Lahore University of Management Sciences,https://en.wikipedia.org/wiki/Lahore_University_of_Management_Sciences,http://lums.edu.pk,"be able to accommodate an additional, be certified by the south asian quality ass, be home to the following programs, be updated, be updated with latest numbers, bs graduates join leading graduate and phd, mphil education leadership and management, phd management and bachelor",True,lahore university of management sciences,,,,,,,,,,,,,,False,B
National Textile University,https://en.wikipedia.org/wiki/National_Textile_University,http://ntu.edu.pk,"bs and ms/m phil degree programs is four an, bs ms/m phil, phd management sciences",True,national textile university,,,,,,,,,,,,,,False,B
NFC Institute of Engineering and Fertilizer Research,https://en.wikipedia.org/wiki/NFC_Institute_of_Engineering_and_Fertilizer_Research,http://iefr.edu.pk,"bs and ms/m phil degree programs is, ms / m phil",True,nfc institute of engineering and fertilizer research,,,,,,,,,,,,,,False,B
NFC Institute of Engineering and Technology,https://en.wikipedia.org/wiki/NFC_Institute_of_Engineering_and_Technology,http://nfciet.edu.pk,,True,nfc institute of engineering and technology,,,,,,,,,,,,,,False,B
Rahim Yar Khan,https://en.wikipedia.org/wiki/Rahim_Yar_Khan,https://www.academia.edu/121400366,be the remains of a,True,rahim yar khan,,,,,,,,,,,,,,False,B
Wah Cantonment,https://en.wikipedia.org/wiki/Wah_Cantonment,https://repository.lahoreschool.edu.pk/xmlui/bitstream/handle/123456789/13673/Administrative%20Units.pdf?isAllowed=y&sequence=1,,True,wah cantonment,,,,,,,,,,,,,,False,B
"University of Management and Technology, Lahore","https://en.wikipedia.org/wiki/University_of_Management_and_Technology,_Lahore",http://umt.edu.pk/,phd fellowship program,True,university of management and technology lahore,,,,,,,,,,,,,,False,B
University of Central Punjab,https://en.wikipedia.org/wiki/University_of_Central_Punjab,http://ucp.edu.pk,,True,university of central punjab,,,,,,,,,,,,,,False,B
The University of Lahore,https://en.wikipedia.org/wiki/The_University_of_Lahore,http://uol.edu.pk/,bs of optometry,True,the university of lahore,,,,,,,,,,,,,,False,B
Multan,https://en.wikipedia.org/wiki/Multan,https://lux.collections.yale.edu/view/place/5f8d69cf-abbc-40f0-8d1d-8655d245c9dc,"be a centre for slave-trade, be complemented by feeder lines, be complete by, be completed as part of the project, be completed by december, be completed in two phases in five years by, be connecting to karachi via karachi -laho, be had from people, be most illustrious of the langah sultans, be opened, be served initially by, be the earliest tughluq era monument, be the first tughluq monument, be the tomb of ghiyath ad-din, be upgraded to permit train travel at speed",True,multan,,,,,,,,,,,,,,False,B
"Bahauddin Zakariya University College of Textile Engineering, Multan","https://en.wikipedia.org/wiki/Bahauddin_Zakariya_University_College_of_Textile_Engineering,_Multan",,be observed with necked eyes,True,bahauddin zakariya university college of textile engineering multan,,,,,,,,,,,,,,False,B
Islamia University,https://en.wikipedia.org/wiki/Islamia_University,http://iub.edu.pk,"be forwarded to the anti-corruption establi, be presented to the chief minister for furt",True,islamia university,,,,,,,,,,,,,,False,B
"University of Agriculture, Faisalabad","https://en.wikipedia.org/wiki/University_of_Agriculture,_Faisalabad",http://web.uaf.edu.pk,"be admitted to any degree programme offered, be the country, bs agricultural biotechnology, bs bioinformatics, bs computer science, bs information technology, bs software engineering, msc economics, phd agricultural economics, phd economics, phd environmental & resource economics, phd programme",True,university of agriculture faisalabad,,,,,,,,,,,,,,False,B
"University of Engineering and Technology, Taxila","https://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Taxila",http://uettaxila.edu.pk,,True,university of engineering and technology taxila,,,,,,,,,,,,,,False,B
University of Chakwal,https://en.wikipedia.org/wiki/University_of_Chakwal,http://uoc.edu.pk,"be called north punjab university, be challenged and removed, be rewritten to comply with wikipedia",True,university of chakwal,,,,,,,,,,,,,,False,B
"University of Engineering and Technology, Lahore","https://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Lahore",http://uet.edu.pk,"bs and m, bs m, m.phil ph",True,university of engineering and technology lahore,,,,,,,,,,,,,,False,B
"University of Engineering and Technology, Kala Shah Kaku Campus","https://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Kala_Shah_Kaku_Campus",https://newcampus.uet.edu.pk/,be challenged and removed,True,university of engineering and technology kala shah kaku campus,,,,,,,,,,,,,,False,B
University of Engineering and Technology Faisalabad Campus,https://en.wikipedia.org/wiki/University_of_Engineering_and_Technology_Faisalabad_Campus,http://uet.edu.pk/campus?RID=info&campus_id=3,,True,university of engineering and technology faisalabad campus,,,,,,,,,,,,,,False,B
Rachna College of Engineering and Technology,https://en.wikipedia.org/wiki/Rachna_College_of_Engineering_and_Technology,http://rcet.uet.edu.pk,"be challenged and removed, bsc electrical engineering, bsc industrial and manufacturing engineering, bsc mechanical engineering",True,rachna college of engineering and technology,,,,,,,,,,,,,,False,B
University of Faisalabad,https://en.wikipedia.org/wiki/University_of_Faisalabad,http://tuf.edu.pk,"be merged, be shown",True,university of faisalabad,,,,,,,,,,,,,,False,B
University of Gujrat,https://en.wikipedia.org/wiki/University_of_Gujrat,http://uog.edu.pk,be confused with gujarat university,True,university of gujrat,,,,,,,,,,,,,,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00361,wah,University of Wah,Punjab,Wah Cantt,BE Electrical Engineering,Bachelors,Engineering,4.0,Pre-Eng ≥60% + ECAT/entry test.,258749.0,"Quantitative, Practical, Problem-solving",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00362,wah,University of Wah,Punjab,Wah Cantt,BE Mechanical Engineering,Bachelors,Engineering,4.0,Pre-Eng ≥60% + ECAT/entry test.,258749.0,"Hands-on, Analytical, Systems-thinking",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00363,wah,University of Wah,Punjab,Wah Cantt,BE Civil Engineering,Bachelors,Engineering,4.0,Pre-Eng ≥60% + ECAT/entry test.,258749.0,"Detail-oriented, Field-ready, Analytical",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00364,wah,University of Wah,Punjab,Wah Cantt,BSc Engineering (Computer/Software),Bachelors,Engineering,4.0,Pre-Eng/ICS ≥60% + entry test.,258749.0,"Logical, Coding, Teamwork",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00365,wah,University of Wah,Punjab,Wah Cantt,MS Electrical Engineering,Masters,Engineering,2.0,BE/BS Engg + GAT/test.,258749.0,"Research, Analytical, Design",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00366,wah,University of Wah,Punjab,Wah Cantt,PhD Engineering,PhD,Engineering,3.0,MS/MPhil Engg + proposal.,258749.0,"Research, Innovation, Persistence",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00367,wah,University of Wah,Punjab,Wah Cantt,BS Computer Science,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,258749.0,"Analytical, Logical, Problem-solver",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00368,wah,University of Wah,Punjab,Wah Cantt,BS Software Engineering,Bachelors,IT,4.0,ICS/Pre-Eng ≥60% + admission test.,258749.0,"Detail-oriented, Teamwork, Coding",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00369,wah,University of Wah,Punjab,Wah Cantt,BS Data Science,Bachelors,IT,4.0,ICS ≥60% + admission test.,258749.0,"Quantitative, Curious, Analytical",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00370,wah,University of Wah,Punjab,Wah Cantt,BS Artificial Intelligence,Bachelors,IT,4.0,ICS ≥60% + admission test.,258749.0,"Innovative, Analytical, Math-friendly",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00371,wah,University of Wah,Punjab,Wah Cantt,MS Computer Science,Masters,IT,2.0,16-year CS/SE/IT + GAT/test.,258749.0,"Research-minded, Persistent, Coding",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00372,wah,University of Wah,Punjab,Wah Cantt,PhD Computer Science,PhD,IT,3.0,MS/MPhil in CS or related + proposal.,258749.0,"Research, Persistence, Innovation",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00373,wah,University of Wah,Punjab,Wah Cantt,BBA,Bachelors,Business,4.0,Intermediate ≥50–60% + test/interview.,247500.0,"Leadership, Communication, Problem-solving",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00374,wah,University of Wah,Punjab,Wah Cantt,BS Accounting & Finance,Bachelors,Business,4.0,Intermediate ≥50–60% + test.,247500.0,"Quantitative, Detail-oriented, Integrity",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00375,wah,University of Wah,Punjab,Wah Cantt,BS Economics,Bachelors,Business,4.0,Intermediate ≥60% + test.,247500.0,"Analytical, Quantitative, Research-minded",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00376,wah,University of Wah,Punjab,Wah Cantt,MBA,Masters,Business,2.0,16-year degree + test/interview.,247500.0,"Leadership, Strategy, Communication",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00377,wah,University of Wah,Punjab,Wah Cantt,MS Management Sciences,Masters,Business,2.0,16-year degree + GAT/test.,247500.0,"Research, Strategy, Quantitative",https://uow.edu.pk/admissions,False,B
University of Wah,https://en.wikipedia.org/wiki/University_of_Wah,http://uow.edu.pk,"be challenged and removed, ms and phd programs also and aims to introd",True,university of wah,fest_00378,wah,University of Wah,Punjab,Wah Cantt,PhD Management Sciences,PhD,Business,3.0,MS/MPhil + proposal.,247500.0,"Research, Persistence, Strategic",https://uow.edu.pk/admissions,False,B
